Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount	CacheHit
0.0386781	8	2	2	LastDelay	0.00417376	4173.76	1	4	0
0.0386781	8	2	2	FullDelay	0.00417376	4173.76	1	4	0
0.0404352	8	2	6964	LastDelay	0.0104352	10435.2	1	10	0
0.0404352	8	2	6964	FullDelay	0.0104352	10435.2	1	10	0
0.0406691	8	2	15	LastDelay	0.00626063	6260.63	1	6	0
0.0406691	8	2	15	FullDelay	0.00626063	6260.63	1	6	0
0.0467393	8	2	1128	LastDelay	0.0104352	10435.2	1	10	0
0.0467393	8	2	1128	FullDelay	0.0104352	10435.2	1	10	0
0.0550402	8	2	748	LastDelay	0.00834815	8348.15	1	8	0
0.0550402	8	2	748	FullDelay	0.00834815	8348.15	1	8	0
0.055304	8	2	87	LastDelay	0.00417376	4173.76	1	4	0
0.055304	8	2	87	FullDelay	0.00417376	4173.76	1	4	0
0.0562324	8	2	2094	LastDelay	0.00834815	8348.15	1	8	0
0.0562324	8	2	2094	FullDelay	0.00834815	8348.15	1	8	0
0.0588481	8	2	1877	LastDelay	0.00626111	6261.11	1	6	0
0.0588481	8	2	1877	FullDelay	0.00626111	6261.11	1	6	0
0.0648527	8	2	1388	LastDelay	0.0104352	10435.2	1	10	0
0.0648527	8	2	1388	FullDelay	0.0104352	10435.2	1	10	0
0.0673597	9	2	2869	LastDelay	0.00417408	4174.08	1	4	0
0.0673597	9	2	2869	FullDelay	0.00417408	4174.08	1	4	0
0.0683482	9	2	9759	LastDelay	0.00834815	8348.15	1	8	0
0.0683482	9	2	9759	FullDelay	0.00834815	8348.15	1	8	0
0.0688016	8	2	1375	LastDelay	0.00626111	6261.11	1	6	0
0.0688016	8	2	1375	FullDelay	0.00626111	6261.11	1	6	0
0.0691304	9	2	7230	LastDelay	0.00417408	4174.08	1	4	0
0.0691304	9	2	7230	FullDelay	0.00417408	4174.08	1	4	0
0.0709039	9	2	402	LastDelay	0.00834815	8348.15	1	8	0
0.0709039	9	2	402	FullDelay	0.00834815	8348.15	1	8	0
0.0727307	8	2	3554	LastDelay	0.00626111	6261.11	1	6	0
0.0727307	8	2	3554	FullDelay	0.00626111	6261.11	1	6	0
0.0734204	9	2	8632	LastDelay	0.00417376	4173.76	1	4	0
0.0734204	9	2	8632	FullDelay	0.00417376	4173.76	1	4	0
0.0742713	8	2	536	LastDelay	0.00834815	8348.15	1	8	0
0.0742713	8	2	536	FullDelay	0.00834815	8348.15	1	8	0
0.0756191	8	2	7124	LastDelay	0.0104352	10435.2	1	10	0
0.0756191	8	2	7124	FullDelay	0.0104352	10435.2	1	10	0
0.0768785	9	2	135	LastDelay	0.00834751	8347.51	1	8	0
0.0768785	9	2	135	FullDelay	0.00834751	8347.51	1	8	0
0.0770302	8	2	9	LastDelay	0.0104344	10434.4	1	10	0
0.0770302	8	2	9	FullDelay	0.0104344	10434.4	1	10	0
0.0773062	9	2	779	LastDelay	0.00834815	8348.15	1	8	0
0.0773062	9	2	779	FullDelay	0.00834815	8348.15	1	8	0
0.0784264	9	2	1760	LastDelay	0.00834815	8348.15	1	8	0
0.0784264	9	2	1760	FullDelay	0.00834815	8348.15	1	8	0
0.08181	9	2	2902	LastDelay	0.00834815	8348.15	1	8	0
0.08181	9	2	2902	FullDelay	0.00834815	8348.15	1	8	0
0.0819214	9	2	1142	LastDelay	0.00834815	8348.15	1	8	0
0.0819214	9	2	1142	FullDelay	0.00834815	8348.15	1	8	0
0.0825227	9	2	1311	LastDelay	0.0104352	10435.2	1	10	0
0.0825227	9	2	1311	FullDelay	0.0104352	10435.2	1	10	0
0.0836246	9	2	847	LastDelay	0.0104352	10435.2	1	10	0
0.0836246	9	2	847	FullDelay	0.0104352	10435.2	1	10	0
0.0840914	9	2	9321	LastDelay	0.00834815	8348.15	1	8	0
0.0840914	9	2	9321	FullDelay	0.00834815	8348.15	1	8	0
0.084874	8	2	917	LastDelay	0.00626111	6261.11	1	6	0
0.084874	8	2	917	FullDelay	0.00626111	6261.11	1	6	0
0.0849054	9	2	2562	LastDelay	0.00834815	8348.15	1	8	0
0.0849054	9	2	2562	FullDelay	0.00834815	8348.15	1	8	0
0.0859946	9	2	28	LastDelay	0.0104344	10434.4	1	10	0
0.0859946	9	2	28	FullDelay	0.0104344	10434.4	1	10	0
0.0867829	9	2	2956	LastDelay	0.00834815	8348.15	1	8	0
0.0867829	9	2	2956	FullDelay	0.00834815	8348.15	1	8	0
0.0869182	8	2	3959	LastDelay	0.0104352	10435.2	1	10	0
0.0869182	8	2	3959	FullDelay	0.0104352	10435.2	1	10	0
0.0873213	9	2	7549	LastDelay	0.00834815	8348.15	1	8	0
0.0873213	9	2	7549	FullDelay	0.00834815	8348.15	1	8	0
0.087338	8	2	60	LastDelay	0.00834751	8347.51	1	8	0
0.087338	8	2	60	FullDelay	0.00834751	8347.51	1	8	0
0.0877478	9	2	7	LastDelay	0.00834751	8347.51	1	8	0
0.0877478	9	2	7	FullDelay	0.00834751	8347.51	1	8	0
0.0891517	8	2	8878	LastDelay	0.00834815	8348.15	1	8	0
0.0891517	8	2	8878	FullDelay	0.00834815	8348.15	1	8	0
0.0909405	8	2	1517	LastDelay	0.0104352	10435.2	1	10	0
0.0909405	8	2	1517	FullDelay	0.0104352	10435.2	1	10	0
0.0934576	9	2	588	LastDelay	0.00834815	8348.15	1	8	0
0.0934576	9	2	588	FullDelay	0.00834815	8348.15	1	8	0
0.0946866	8	2	761	LastDelay	0.00834815	8348.15	1	8	0
0.0946866	8	2	761	FullDelay	0.00834815	8348.15	1	8	0
0.0949674	8	2	712	LastDelay	0.00626111	6261.11	1	6	0
0.0949674	8	2	712	FullDelay	0.00626111	6261.11	1	6	0
0.0967152	9	2	9316	LastDelay	0.00417376	4173.76	1	4	0
0.0967152	9	2	9316	FullDelay	0.00417376	4173.76	1	4	0
0.0984244	9	2	2095	LastDelay	0.00834815	8348.15	1	8	0
0.0984244	9	2	2095	FullDelay	0.00834815	8348.15	1	8	0
0.0985041	10	2	11	LastDelay	0.00417344	4173.44	1	4	0
0.0985041	10	2	11	FullDelay	0.00417344	4173.44	1	4	0
0.0988383	10	2	13	LastDelay	0.00417376	4173.76	1	4	0
0.0988383	10	2	13	FullDelay	0.00417376	4173.76	1	4	0
0.0991166	10	2	450	LastDelay	0.00834815	8348.15	1	8	0
0.0991166	10	2	450	FullDelay	0.00834815	8348.15	1	8	0
0.0996085	8	2	4528	LastDelay	0.00417408	4174.08	1	4	0
0.0996085	8	2	4528	FullDelay	0.00417408	4174.08	1	4	0
0.100435	10	2	7080	LastDelay	0.0104352	10435.2	1	10	0
0.100435	10	2	7080	FullDelay	0.0104352	10435.2	1	10	0
0.102354	10	2	47	LastDelay	0.00834751	8347.51	1	8	0
0.102354	10	2	47	FullDelay	0.00834751	8347.51	1	8	0
0.102358	9	2	476	LastDelay	0.00834815	8348.15	1	8	0
0.102358	9	2	476	FullDelay	0.00834815	8348.15	1	8	0
0.10397	10	2	60	LastDelay	0.00208688	2086.88	1	2	1
0.10397	10	2	60	FullDelay	0.00208688	2086.88	1	2	1
0.10444	8	2	50	LastDelay	0.00834751	8347.51	1	8	0
0.10444	8	2	50	FullDelay	0.00834751	8347.51	1	8	0
0.105246	10	2	1009	LastDelay	0.00834815	8348.15	1	8	0
0.105246	10	2	1009	FullDelay	0.00834815	8348.15	1	8	0
0.105601	9	2	3052	LastDelay	0.00834815	8348.15	1	8	0
0.105601	9	2	3052	FullDelay	0.00834815	8348.15	1	8	0
0.10638	9	2	997	LastDelay	0.00626111	6261.11	1	6	0
0.10638	9	2	997	FullDelay	0.00626111	6261.11	1	6	0
0.107036	9	2	9149	LastDelay	0.0104352	10435.2	1	10	0
0.107036	9	2	9149	FullDelay	0.0104352	10435.2	1	10	0
0.107405	9	2	824	LastDelay	0.0104352	10435.2	1	10	0
0.107405	9	2	824	FullDelay	0.0104352	10435.2	1	10	0
0.107549	9	2	9105	LastDelay	0.0104352	10435.2	1	10	0
